"Formatted ID","Name","Requirement","State","Priority","Owner","Schedule State","Iteration","Release","Tags","Accepted Date","Affected Customers","Affects Doc","Blocked","Blocked Reason","Closed Date","Display Color","Created By","Creation Date","Custom Date 1","Custom Date 2","Custom Field 1","Custom Field 2","Custom Field 3","Custom Field 4","Custom Field 5","Defect Category","Defect Test Phase","Description","Discussion","Environment","Expedite","Fault App Name","Fixed In Build","Flow State","Found In Build","Impacted Systems","In Progress Date","ITSM ID","Kanban State","Last Build","Last Run","Last Update Date","Milestones","MOSCOW Priority","Notes","Opened Date","Plan Estimate","Portfolio Item","Project","Ready","Release Note","Resolution","Resolution Summary","RFC NBR","Root Cause","Salesforce Case","Salesforce Case ID","Salesforce Case Number","Severity","Sub-Root Cause","Submitted By","Target Build","Target Date","Task Estimate Total","Task Status","Test Case","Test Case Status","Task Remaining Total","Verified In Build"
"DE656450","Incorrect apply button for edit sandbox window","US5594466: New RA Sandbox creation retesting","Closed","Normal","Jatin Kumar","Accepted","AXP 25.1.5 IP","AXP PI 25.1","","03/31/2025 08:20 AM MST","","False","False","","03/26/2025 10:48 AM MST","#df1a7b","Jatin Kumar","03/12/2025 04:12 AM MST","","","","","","","","Environment","SIT Test","STR: Go to Sandbox tabClick on Edit button to open Edit Sandbox windowActual: Apply button appearing to save the details for Edit SandboxExpected: Save button should be there for saving the details of Edit Sandbox changes","4","Test","False","Others","","Accepted","","","03/17/2025 08:04 AM MST","","","","","08/03/2025 10:35 PM MST","","","","03/18/2025 11:00 AM MST","","","E_SLPM_ST15_CRR Rule Configuration","False","False","Environment","","","Deployment Issue","","","","Minor Problem","","Jatin Kumar","","03/31/2025 12:00 AM MST","0.0","0 Defined, 0 In-Progress, 0 Completed, 0 Blocked","","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0",""
"DE657601","Space between Asterisk and suffix letter for mandatory fields","US5627323: CRR and Sandbox Retesting","Closed","Low","Jatin Kumar","Accepted","AXP 25.1.5 IP","AXP PI 25.1","","03/31/2025 08:20 AM MST","","False","False","","03/26/2025 05:29 AM MST","#df1a7b","Jatin Kumar","03/18/2025 06:29 AM MST","","","","","","","","Requirement","SIT Test","STR:Go to Sandbox tabClick on Add New buttonActual: Space occurring between Asterisk (*) and suffix letter for mandatory fieldsExpected: Space should not be there between Asterisk and suffix letter Note: Same exists for Edit Sandbox window, Add Risk Category window and Add Risk Element window","3","Test","False","Others","","Accepted","","","03/25/2025 07:45 AM MST","","","","","11/09/2025 10:03 PM MST","","","Fixes has been done to all 3 Modals ( Sandbox, Category, Element)Figma Version: 1.1","03/18/2025 08:38 PM MST","","","E_SLPM_ST15_CRR Rule Configuration","False","False","User Interface","","","Requirements","","","","Cosmetic","","Jatin Kumar","","03/31/2025 12:00 AM MST","0.0","0 Defined, 0 In-Progress, 0 Completed, 0 Blocked","","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0",""
"DE658094","Missing select text under scope dropdown","US5627323: CRR and Sandbox Retesting","Closed","Low","Satvik Jain","Accepted","AXP 25.1.5 IP","AXP PI 25.1","","03/26/2025 11:27 PM MST","","False","False","","03/26/2025 10:51 PM MST","#df1a7b","Jatin Kumar","03/20/2025 12:27 AM MST","","","","","","","","Requirement","SIT Test","STR:Go to Customer Risk Rating -> Sandbox page tabClick on Add New ButtonClick to open Scope dropdownActual: Presently, select default text is populating under scope dropdown (PFA)Expected: As per figma screens v1.1, select default text is NOT populating under scope dropdown (PFA) ","2","Test","False","Others","","Accepted","","","03/26/2025 11:27 PM MST","","","","","11/09/2025 10:04 PM MST","","","Figma Version: 1.1","","","","E_SLPM_ST15_CRR Rule Configuration","False","False","Code Change","","","Requirements","","","","Minor Problem","","Jatin Kumar","","03/31/2025 12:00 AM MST","0.0","0 Defined, 0 In-Progress, 0 Completed, 0 Blocked","","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0",""
"DE658361","Default texts for Name and Description not matching for Add Risk Element","US5627319: Automate Risk Element","Closed","Low","Jatin Kumar","Accepted","AXP 25.1.5 IP","AXP PI 25.1","","03/31/2025 08:20 AM MST","","False","False","","03/27/2025 12:00 PM MST","#df1a7b","Jatin Kumar","03/20/2025 10:11 PM MST","","","","","","","","Requirement","SIT Test","STR:Go to Add New Sandbox windowClick on any existing Risk_Assessment -> Click on Risk CategoryClick on Add Risk ElementActual: Default text for name and description are not as expectedExpected: Default texts should match with figma screens","3","Test","False","Others","","Accepted","","","03/21/2025 01:20 AM MST","","","","","11/09/2025 10:05 PM MST","","","","03/21/2025 01:20 AM MST","","","E_SLPM_ST15_CRR Rule Configuration","False","False","Requirements","","","Requirements","","","","Cosmetic","","Jatin Kumar","","03/31/2025 12:00 AM MST","0.0","0 Defined, 0 In-Progress, 0 Completed, 0 Blocked","","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0",""
"DE658370","Getting error message for Name field on Add Risk Category","US5627306: Automate Risk category","Closed","Normal","Jatin Kumar","Accepted","AXP 25.1.5 IP","AXP PI 25.1","","03/31/2025 08:20 AM MST","","False","False","","03/26/2025 10:50 AM MST","#df1a7b","Jatin Kumar","03/20/2025 11:06 PM MST","","","","","","","","Requirement","SIT Test","STR:Go to Add New Sandbox windowClick on any existing Risk_Assessment -> Click on Risk CategoryGive any name and remove the textActual: Getting error message for name fieldExpected: There is no such screen on figma screen","5","Test","False","Others","","Accepted","","","03/21/2025 01:17 AM MST","","","","","11/09/2025 10:05 PM MST","","","","03/21/2025 01:20 AM MST","","","E_SLPM_ST15_CRR Rule Configuration","False","False","Requirements","","","Requirements","","","","Minor Problem","","Jatin Kumar","","03/31/2025 12:00 AM MST","0.0","0 Defined, 0 In-Progress, 0 Completed, 0 Blocked","","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0",""
"DE658396","Incorrect apply button for risk element window","US5627319: Automate Risk Element","Closed","Normal","Jatin Kumar","Accepted","AXP 25.1.5 IP","AXP PI 25.1","","03/31/2025 08:39 AM MST","","False","False","","04/23/2025 10:39 AM MST","#df1a7b","Jatin Kumar","03/21/2025 02:41 AM MST","","","","","","","","Code","SIT Test","STR:Go to Add New Sandbox windowClick on any existing Risk_Assessment -> Click on Risk CategoryClick on Add Risk ElementActual: Apply button getting displayed on Risk Element window (PFA)Expected: Add button should be there (PFA)","5","Test","False","Others","","Accepted","","","03/28/2025 08:40 AM MST","","","","","11/09/2025 10:05 PM MST","","","","03/30/2025 10:44 PM MST","","","E_SLPM_ST15_CRR Rule Configuration","False","False","Code Change","","","Custom Code Issue","","","","Minor Problem","","Jatin Kumar","","03/31/2025 12:00 AM MST","0.0","0 Defined, 0 In-Progress, 0 Completed, 0 Blocked","","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0",""
"DE659418","Getting duplication of scope countries on listing and scope dropdown","US5627323: CRR and Sandbox Retesting","Closed","High Attention","Jatin Kumar","Accepted","AXP 25.1.5 IP","AXP PI 25.1","","03/31/2025 08:20 AM MST","","False","False","","03/27/2025 12:16 AM MST","#df1a7b","Jatin Kumar","03/26/2025 11:11 AM MST","","","","","","","","Code","SIT Test","STR:Go to Sandbox TabClick on Add New ButtonSelect any country existing in scope dropdownActual: User is able to select same country and able to create new assessment. Ideally one country should have one assessmentExpected: User should not be able to create assessment with the existing country, that means same country should be present under the scope dropdownNote: in attachment Act_Scope2, we have already created assessment with china and seeing same country in the scope dropdown","3","Test","False","Others","","Accepted","","","03/27/2025 12:16 AM MST","","","","","11/09/2025 10:05 PM MST","","","","03/26/2025 11:59 PM MST","","","E_SLPM_ST15_CRR Rule Configuration","False","False","Code Change","","","Custom Code Issue","","","","Major Problem","","Jatin Kumar","","03/31/2025 12:00 AM MST","0.0","0 Defined, 0 In-Progress, 0 Completed, 0 Blocked","","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0",""
"DE661439","Able to create duplicate Risk Category and Element","US5685892: Automate Risk Element","Closed","Normal","Jatin Kumar","Accepted","AXP 25.2.7","AXP PI 25.2","","04/28/2025 09:41 AM MST","","False","False","","04/22/2025 03:43 AM MST","#df1a7b","Jatin Kumar","04/07/2025 03:32 AM MST","","","","","","","","Requirement","SIT Test","STR:Click on Sandbox tabGo to created Risk AssessmentClick on Add Risk Category and Risk ElementCreate atleast two new risk category and risk element with same name and same descriptionActual: Able to create duplicate risk category and risk elementExpected: Only allow one risk category and risk element with the same name, not allow duplication","4","Test","False","Others","","Accepted","","","04/13/2025 09:30 PM MST","","","","","11/09/2025 10:05 PM MST","","","","04/13/2025 09:30 PM MST","","","E_SLPM_ST15_CRR Rule Configuration","False","False","Requirements","","","Requirements","","","","Minor Problem","","Jatin Kumar","","04/28/2025 12:00 AM MST","0.0","0 Defined, 0 In-Progress, 0 Completed, 0 Blocked","","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0",""
"DE661448","Getting unexpected duplicate error on Risk Category","US5685892: Automate Risk Element","Closed","Normal","Jatin Kumar","Accepted","AXP 25.2.6","AXP PI 25.2","","04/14/2025 11:12 PM MST","","False","False","","04/14/2025 04:26 AM MST","#df1a7b","Jatin Kumar","04/07/2025 04:02 AM MST","","","","","","","","Environment","SIT Test","STR:Click on Sandbox tabGo to created Risk AssessmentClick on Add Risk Category and createCreate again new Risk Category and give a same previous name and with different description","3","Test","False","Others","","Accepted","","","04/13/2025 09:28 PM MST","","","","","11/09/2025 10:05 PM MST","","","","","","","E_SLPM_ST15_CRR Rule Configuration","False","False","Code Change","","","Deployment Issue","","","","Major Problem","","Jatin Kumar","","04/14/2025 12:00 AM MST","0.0","0 Defined, 0 In-Progress, 0 Completed, 0 Blocked","","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0",""
"DE661451","Getting unexpected error on creating Risk Element","US5685892: Automate Risk Element","Closed","Normal","Jatin Kumar","Accepted","AXP 25.2.7","AXP PI 25.2","","04/28/2025 09:41 AM MST","","False","False","","04/22/2025 03:41 AM MST","#df1a7b","Jatin Kumar","04/07/2025 04:06 AM MST","","","","","","","","Requirement","SIT Test","STR:Click on Sandbox tabGo to created Risk AssessmentClick on created Risk Category and create new Risk Element with name and descriptionCreate again new Risk Element and give a same previous name with different description","3","Test","False","Others","","Accepted","","","04/15/2025 10:08 PM MST","","","","","11/09/2025 10:05 PM MST","","","","04/13/2025 10:05 PM MST","","","E_SLPM_ST15_CRR Rule Configuration","False","False","Requirements","","","Requirements","","","","Major Problem","","Jatin Kumar","","04/28/2025 12:00 AM MST","0.0","0 Defined, 0 In-Progress, 0 Completed, 0 Blocked","","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0",""
"DE661678","Disabled Save button for Edit Functionality","US5685892: Automate Risk Element","Closed","Normal","Jatin Kumar","Accepted","AXP 25.2.7","AXP PI 25.2","","04/28/2025 09:41 AM MST","","False","False","","04/22/2025 03:31 AM MST","#df1a7b","Jatin Kumar","04/08/2025 12:29 AM MST","","","","","","","","Requirement","SIT Test","STR:Go to Sandbox tab and create new risk assessmentEdit that risk assessmentActual: Save button is in disabled state at present for edit windowsExpected: Save should be in Enabled state as a default for Edit windows for Risk Assessment, Risk Category and Risk Element ","7","Test","False","Others","","Accepted","","","04/10/2025 12:37 AM MST","","","","","11/09/2025 10:05 PM MST","","","","04/14/2025 12:48 AM MST","","","E_SLPM_ST15_CRR Rule Configuration","False","False","Code Change","","","Requirements","","","","Minor Problem","","Jatin Kumar","","04/28/2025 12:00 AM MST","0.0","0 Defined, 0 In-Progress, 0 Completed, 0 Blocked","","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0",""
"DE663361","Not getting Risk Element Name in Breadcrumb list","US5718334: Automate duplicate prevention for add new and edit risk element","Closed","Normal","Jatin Kumar","Accepted","AXP 25.2.7","AXP PI 25.2","","07/22/2025 10:56 AM MST","","False","False","","07/22/2025 10:56 AM MST","#df1a7b","Jatin Kumar","04/16/2025 12:47 AM MST","","","","","","","","Code","SIT Test","STR:Go to Sandbox tabGo to Risk Category Listing page ->Select already created Risk Category -> Select already created Risk ElementActual: Not getting Risk Element Name in Breadcrumb listExpected: Risk element name should be displayed in breadcrumb list","2","Test","False","Others","","Accepted","","","04/16/2025 11:37 AM MST","","","","","11/09/2025 10:05 PM MST","","","This is fixed, Please find the attached","04/16/2025 11:37 AM MST","","","E_SLPM_ST15_CRR Rule Configuration","False","False","Code Change","","","Custom Code Issue","","","","Minor Problem","","Jatin Kumar","","04/28/2025 12:00 AM MST","0.0","0 Defined, 0 In-Progress, 0 Completed, 0 Blocked","","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0",""
"DE663388","Incorrect Risk Category header name on listing page","US5718332: Automate duplicate prevention for add new and edit risk category","Closed","Low","Jatin Kumar","Accepted","AXP 25.2.7","AXP PI 25.2","","04/28/2025 09:41 AM MST","","False","False","","04/22/2025 03:20 AM MST","#df1a7b","Jatin Kumar","04/16/2025 02:25 AM MST","","","","","","","","Code","SIT Test","STR:Go to sandbox tabGo to created risk assessment -> Navigates to Risk Category listing pageActual: Risk Category headerExpected: Risk Categories header","2","Test","False","Others","","Accepted","","","04/16/2025 11:38 AM MST","","","","","11/09/2025 10:05 PM MST","","","This Defect is fixed. please perform re-testing. Thanks","04/16/2025 11:38 AM MST","","","E_SLPM_ST15_CRR Rule Configuration","False","False","Code Change","","","Custom Code Issue","","","","Cosmetic","","Jatin Kumar","","04/28/2025 12:00 AM MST","0.0","0 Defined, 0 In-Progress, 0 Completed, 0 Blocked","","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0",""
"DE664931","Incorrect Default value for Weighting under Setting window","US5718334: Automate duplicate prevention for add new and edit risk element","Closed","Low","Jatin Kumar","Accepted","AXP 25.2.7","AXP PI 25.2","","04/28/2025 09:41 AM MST","","False","False","","04/28/2025 03:09 AM MST","#df1a7b","Jatin Kumar","04/24/2025 02:08 AM MST","","","","","","","","Requirement","SIT Test","STR:Go to sandbox tabGo to risk assessment -> risk category -> risk element listing pageClick on already created risk element -> Click on setting buttonActual: Default value of weighting displaying ' - 'Expected: Default value of weighting should be ' 0 '","3","Test","False","Others","","Accepted","","","04/24/2025 07:39 PM MST","","","","","11/09/2025 10:05 PM MST","","","","","","","E_SLPM_ST15_CRR Rule Configuration","False","False","Requirements","","","Requirements","","","","Minor Problem","","Jatin Kumar","","04/28/2025 12:00 AM MST","0.0","0 Defined, 0 In-Progress, 0 Completed, 0 Blocked","","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0",""
"DE665807","Delete functionality is not working for RA, RC, RE","US5632686: Automation of Delete Functionality for Risk Assessment","Closed","High Attention","Jatin Kumar","Accepted","AXP 25.2.8","AXP PI 25.2","","05/12/2025 09:46 PM MST","","False","False","","04/30/2025 01:43 AM MST","#df1a7b","Jatin Kumar","04/29/2025 03:01 AM MST","","","","","","","","Code","SIT Test","STR:Go to Sandbox TabCreate RA, RC and REClick on DeleteActual: Delete functionality is working for all RA RC REExpected: Delete funtionality should be worked, and delete respective RA RC RE from their listing page","2","Test","False","Others","","Accepted","","","04/29/2025 10:53 PM MST","","","","","11/09/2025 10:05 PM MST","","","","","","","E_SLPM_ST15_CRR Rule Configuration","False","False","Code Change","","","Custom Code Issue","","","","Major Problem","","Jatin Kumar","","05/12/2025 12:00 AM MST","0.0","0 Defined, 0 In-Progress, 0 Completed, 0 Blocked","","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0",""
