"Formatted ID","Name","Notes","Feature","Discussion","Plan Estimate","Schedule State","Iteration","Description","Acceptance Criteria","Owner","Project","Creation Date","Accepted Date","Custom Field 3","Affected Customers","Blocked","Blocked Reason","Display Color","Components","Created By","Custom Development","Custom Field 1","Custom Field 2","Custom Field 4","Custom Field 5","Defect Status","Defects","Dependencies","Direct Children Count","DirectPassingTestCaseCount","Due Date","Enabler / Tech Debt","Estimated Value","Expedite","External ID","Flow State","HasParent","Impacted Systems","In Progress Date","ITSM ID","Kanban State","Last Build","Last Run","Last Update Date","Milestones","MOSCOW Priority","Parent","Portfolio Item","Ready","Release","Resolution","Salesforce Case","Tags","Task Estimate Total","Task Status","Test Case Status","Task Remaining Total","Total Direct Test Case Count","Virtual Release ID"
"US5740194","Integration of Edit Basic rule screen","Please add figma link","Feature F736465: CRR - Create Rule Logic Setup in Basic Mode","0","3.0","Accepted","AXP 25.2.9","Integration of Edit Basic rule screen ","Integration of Edit Basic rule screen","Satvik Jain","E_SLPM_ST15_CRR Rule Configuration","04/25/2025 02:29 AM MST","05/26/2025 08:57 AM MST","","","False","","#21a2e0","","Satvik Jain","","","","","","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","0","","","","False","","Accepted","False","","05/13/2025 09:33 PM MST","","","","","05/26/2025 08:57 AM MST","","","","Feature F736465: CRR - Create Rule Logic Setup in Basic Mode","False","AXP PI 25.2","","","","24.0","0 Defined, 0 In-Progress, 1 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0","0",""
"US5633463","KT sessions for PI 25.1 - Playwright Automation Workflow","","Feature F739019: CRR - Setup Risk Category and Risk Element Screen","0","1.0","Accepted","AXP 25.1.5 IP","KT Sessions for Playwright Automation Workflow","KT Sessions for Playwright Automation Workflow","Satvik Jain","E_SLPM_ST15_CRR Rule Configuration","03/17/2025 11:12 PM MST","03/31/2025 01:56 AM MST","","","False","","#21a2e0","","Satvik Jain","","","","","","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","0","","","","False","","Accepted","False","","03/26/2025 11:40 AM MST","","","","","03/31/2025 01:56 AM MST","","","","Feature F739019: CRR - Setup Risk Category and Risk Element Screen","False","AXP PI 25.1","","","","6.0","0 Defined, 0 In-Progress, 1 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0","0",""
"US5627125","KT sessions for PI 25.1 - UI","","Feature F739019: CRR - Setup Risk Category and Risk Element Screen","0","3.0","Accepted","AXP 25.1.5 IP","KT session for 25.1","KT session for 25.1","Satvik Jain","E_SLPM_ST15_CRR Rule Configuration","03/17/2025 03:48 AM MST","03/31/2025 01:56 AM MST","","","False","","#21a2e0","","Satvik Jain","","","","","","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","0","","","","False","","Accepted","False","","03/23/2025 11:08 PM MST","","","","","03/31/2025 01:56 AM MST","","","","Feature F739019: CRR - Setup Risk Category and Risk Element Screen","False","AXP PI 25.1","","","","18.0","0 Defined, 0 In-Progress, 3 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0","0",""
"US5627087","Refinement for PI 25.2 - UI","","Feature F739019: CRR - Setup Risk Category and Risk Element Screen","0","3.0","Accepted","AXP 25.1.5 IP","Refinement for PI 25.2","Refinement for PI 25.2","Satvik Jain","E_SLPM_ST15_CRR Rule Configuration","03/17/2025 03:39 AM MST","03/28/2025 09:06 AM MST","","","False","","#21a2e0","","Satvik Jain","","","","","","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","0","","","","False","","Accepted","False","","03/23/2025 11:09 PM MST","","","","","03/28/2025 09:06 AM MST","","","","Feature F739019: CRR - Setup Risk Category and Risk Element Screen","False","AXP PI 25.1","","","","25.0","0 Defined, 0 In-Progress, 3 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0","0",""
"US5774876","Automate add basic risk rule","","Feature F736465: CRR - Create Rule Logic Setup in Basic Mode","0","5.0","Accepted","AXP 25.2.9","Automate add basic risk rule ","Automate add basic risk rule","Satvik Jain","E_SLPM_ST15_CRR Rule Configuration","05/12/2025 10:42 PM MST","06/09/2025 10:16 PM MST","","","False","","#21a2e0","","Satvik Jain","","","","","","0 Submitted, 0 Open, 0 Fixed, 5 Closed, 0 Blocked","5","0","0","1","","","","False","","Accepted","False","","05/13/2025 08:05 AM MST","","","E2","08/11/2025 12:37 AM MST","08/11/2025 12:37 AM MST","","","","Feature F736465: CRR - Create Rule Logic Setup in Basic Mode","False","AXP PI 25.2","","","","60.0","0 Defined, 0 In-Progress, 4 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 1 Pass","0.0","1",""
"US5774864","Automate risk threshold layout","","Feature F741328: CRR - Risk Thresholds new layout & Other miscellaneous efforts","0","3.0","Accepted","AXP 25.2.9","Automate risk threshold layout","Automate risk threshold layout","Satvik Jain","E_SLPM_ST15_CRR Rule Configuration","05/12/2025 10:41 PM MST","05/26/2025 08:57 AM MST","","","False","","#21a2e0","","Satvik Jain","","","","","","0 Submitted, 0 Open, 0 Fixed, 1 Closed, 0 Blocked","1","0","0","7","","","","False","","Accepted","False","","05/21/2025 03:18 AM MST","","","E2","08/11/2025 10:36 PM MST","08/11/2025 10:36 PM MST","","","","Feature F741328: CRR - Risk Thresholds new layout & Other miscellaneous efforts","False","AXP PI 25.2","","","","18.0","0 Defined, 0 In-Progress, 1 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 7 Pass","0.0","7",""
"US5945027","Create workflow for dependent bot","","Feature F778272: CRR - UI Improvements & modification PI 25.4","0","1.0","Accepted","AXP 25.4.18","Create workflow for dependent bot","Create workflow for dependent bot","Satvik Jain","E_SLPM_ST15_CRR Rule Configuration","07/21/2025 03:21 AM MST","09/29/2025 02:44 AM MST","","","False","","#21a2e0","","Satvik Jain","","","","CRR","","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","1","","","","False","","Accepted","False","","09/24/2025 11:42 PM MST","","","E1","09/24/2025 11:41 PM MST","10/16/2025 10:01 AM MST","","","","Feature F778272: CRR - UI Improvements & modification PI 25.4","False","AXP PI 25.4","","","","14.0","0 Defined, 0 In-Progress, 1 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 1 Pass","0.0","1",""
"US5774886","Test Scenarios Documentation Part-B","","Feature F741328: CRR - Risk Thresholds new layout & Other miscellaneous efforts","0","2.0","Accepted","AXP 25.2.9","Test Scenarios Documentation Part-BAs a QA, I have to add/create test scenarios/cases to respective excel sheet.https://drive.aexp.com/:x:/g/personal/jatin_kumar9_aexp_com/EWh3Z1NJzKRJh_Pa5-_Tbe0BtBh930j1CZGTa8Q6WRDdSg?e=gfqWCa","Test Scenarios Documentation Part-B","Satvik Jain","E_SLPM_ST15_CRR Rule Configuration","05/12/2025 10:43 PM MST","05/26/2025 08:57 AM MST","","","False","","#21a2e0","","Satvik Jain","","","","","","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","0","","","","False","","Accepted","False","","05/12/2025 11:57 PM MST","","","","","05/26/2025 08:57 AM MST","","","","Feature F741328: CRR - Risk Thresholds new layout & Other miscellaneous efforts","False","AXP PI 25.2","","","","12.0","0 Defined, 0 In-Progress, 1 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0","0",""
"US5565376","Implement event sourcing in UI for publishing event such as rule/assessment.","","Feature F716185: CRR - Editing an Existing Risk Assessment","0","5.0","Accepted","AXP 25.1.3","As a Developer, I want to Implement event sourcing in UI for publishing event such as rule/assessment.","1. Event sourcing should have been setup for UI 2. If any onboarding required for ACE it should have been done 3. We should be able to publish rule or assessme","Satvik Jain","E_SLPM_ST15_CRR Rule Configuration","02/17/2025 04:07 AM MST","03/03/2025 12:56 AM MST","","","False","","#21a2e0","","Satvik Jain","","","","","","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","0","","","","False","","Accepted","False","","02/18/2025 09:27 PM MST","","","","","03/03/2025 12:56 AM MST","","","","Feature F716185: CRR - Editing an Existing Risk Assessment","False","AXP PI 25.1","","","","48.0","0 Defined, 0 In-Progress, 1 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0","0",""
"US6285805","Perform platform regression and defect retesting","","Feature F717285: CRR - UI Improvements & Modification  PI 25.5","0","3.0","In-Progress","AXP 25.5.23"," Perform platform regression and defect retesting"," Perform platform regression and defect retesting","Satvik Jain","E_SLPM_ST15_CRR Rule Configuration","11/24/2025 11:27 PM MST","","","","False","","#df1a7b","","Satvik Jain","","","","","","2 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","2","0","0","0","","","","False","","In-Progress","False","","11/25/2025 08:19 PM MST","","","","","11/28/2025 12:36 AM MST","","","","Feature F717285: CRR - UI Improvements & Modification  PI 25.5","False","AXP PI 25.5","","","","48.0","0 Defined, 2 In-Progress, 0 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","48.0","0",""
"US5992621","Documentation for Cache Service Setup and Setup in E2","","Feature F778272: CRR - UI Improvements & modification PI 25.4","0","2.0","Accepted","AXP 25.4.17"," Documentation for Cache Service Setup and Setup in E2"," Documentation for Cache Service Setup and Setup in E2","Satvik Jain","E_SLPM_ST15_CRR Rule Configuration","08/06/2025 02:27 AM MST","09/15/2025 07:31 AM MST","","","False","","#21a2e0","","Satvik Jain","","","","CRR","","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","4","","","","False","","Accepted","False","","09/03/2025 10:54 PM MST","","","E1","09/15/2025 04:25 AM MST","10/16/2025 10:01 AM MST","","","","Feature F778272: CRR - UI Improvements & modification PI 25.4","False","AXP PI 25.4","","","","36.0","0 Defined, 0 In-Progress, 3 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 4 Pass","0.0","4",""
"US5995311","Test Automation Framework modification","","Feature F787106: 25.4: GCIP Test Automation","0","3.0","Accepted","AXP 25.4.16","ACsTest Automation Framework modificationFixes and Maintenance","Test Automation Framework modification","Satvik Jain","E_SLPM_ST15_CRR Rule Configuration","08/06/2025 11:06 AM MST","09/01/2025 07:44 AM MST","","","False","","#21a2e0","","Satvik Jain","","","","CRR","Platform","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","0","","","","False","","Accepted","False","","08/20/2025 01:49 AM MST","","","","","10/16/2025 10:01 AM MST","","","","Feature F787106: 25.4: GCIP Test Automation","False","AXP PI 25.4","","","","62.0","0 Defined, 0 In-Progress, 7 Completed, 0 Blocked","5 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0","5",""
"US5903938","CRR- Fundamental assessment - Update questions & answers for the first time","","Feature F716834: CRR - Fundamental Assessments in E2 - (Build, Deploy)","1","8.0","Accepted","AXP 25.4.16","AS A COMPLIANCE ANALYST/MANAGERI WANT TO get the production values of FA Question & Answers set up in the POA one timeSO THAT manual errors are avoided and FA can be configured without hassle.","GIVEN That the user wants to configure FA questions and answersWHEN He is setting up the FA for the first timeTHEN the POD production values of the Q/A should be already available by default as a starting point","Suprana Sengupta","E_SLPM_ST15_CRR Rule Configuration","06/26/2025 04:40 AM MST","09/01/2025 08:02 AM MST","","","False","","#21a2e0","","Suprana Sengupta","","","","CRR","","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","1","","","","False","","Accepted","False","","08/19/2025 05:36 AM MST","","","Integration","08/30/2025 04:17 AM MST","10/16/2025 10:01 AM MST","","","","Feature F716834: CRR - Fundamental Assessments in E2 - (Build, Deploy)","False","AXP PI 25.4","","","CRR_FT","64.0","0 Defined, 0 In-Progress, 4 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 1 Pass","0.0","1",""
"US5896938","Addition of Asset without validation","Integration with tables created in Lumi via BMD","Feature F716837: CRR - Asset manager: User Friendly List Updates in E1","1","5.0","Accepted","AXP 25.4.16","AS A Compliance Analyst/Manager I WANT to add a new asset with detailsSO THAT rule configuration can be done in an easy and scalable way ","GIVEN that the user wants to create a new assetWHEN they click on the save button after updating the details THEN then a new asset is added with the values they have uploaded ","Suprana Sengupta","E_SLPM_ST15_CRR Rule Configuration","06/24/2025 03:08 AM MST","09/01/2025 07:54 AM MST","","","False","","#21a2e0","","Satvik Jain","","","","CRR","","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","0","","","","False","","Accepted","False","","08/25/2025 08:23 AM MST","","","","","10/16/2025 10:01 AM MST","","","","Feature F716837: CRR - Asset manager: User Friendly List Updates in E1","False","AXP PI 25.4","","","CRR_FT","50.0","0 Defined, 0 In-Progress, 2 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0","0",""
