"Formatted ID","Name","Notes","Feature","Discussion","Plan Estimate","Schedule State","Iteration","Description","Acceptance Criteria","Owner","Project","Creation Date","Accepted Date","Custom Field 3","Affected Customers","Blocked","Blocked Reason","Display Color","Components","Created By","Custom Development","Custom Field 1","Custom Field 2","Custom Field 4","Custom Field 5","Defect Status","Defects","Dependencies","Direct Children Count","DirectPassingTestCaseCount","Due Date","Enabler / Tech Debt","Estimated Value","Expedite","External ID","Flow State","HasParent","Impacted Systems","In Progress Date","ITSM ID","Kanban State","Last Build","Last Run","Last Update Date","Milestones","MOSCOW Priority","Parent","Portfolio Item","Ready","Release","Resolution","Salesforce Case","Tags","Task Estimate Total","Task Status","Test Case Status","Task Remaining Total","Total Direct Test Case Count","Virtual Release ID"
"US5819184","Code Retrofit for Customer Score Aggregation & Mapping","","Feature F761431: CRR - Customer Scoring as per existing logic (Analysis & Build)","0","5.0","Accepted","AXP 25.3.13","As a user, I want the team to perform a code retrofit and validate it for the Account Score Aggregation & Mapping rules for Account scoring.","GIVEN that tech team needs to do analysis of CRR Account Scoring as per Existing POD Logic when tech team analyzes then there should be validation and retrofit of Account Score Aggregation & Mapping","Tahcin Ahmed","E_SLPM_ST16_CRR Rule Execution","05/28/2025 05:46 AM MST","07/21/2025 09:40 PM MST","","","False","","#21a2e0","","Tahcin Ahmed","","","","CRR","","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","0","","","","False","","Accepted","False","","07/07/2025 09:24 PM MST","","","","","10/16/2025 10:01 AM MST","","","","Feature F761431: CRR - Customer Scoring as per existing logic (Analysis & Build)","False","AXP PI 25.3","","","","54.0","0 Defined, 0 In-Progress, 3 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0","0",""
"US5819745","Code Retrofit for Account Score Aggregation & Mapping","","Feature F717258: CRR - Account Scoring  (Analysis & Build)","0","3.0","Accepted","AXP 25.3.12","As a user, I want the team to perform a code retrofit and validate it for the Account Score Aggregation & Mapping rules for Account scoring.","GIVEN that tech team needs to do analysis of CRR Account Scoring as per Existing POD Logic when tech team analyzes then there should be validation and retrofit of Account Score Aggregation & Mapping","Tahcin Ahmed","E_SLPM_ST16_CRR Rule Execution","05/28/2025 07:32 AM MST","07/07/2025 07:18 AM MST","","","False","","#21a2e0","","Tahcin Ahmed","","","","CRR","","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","1","","","","False","","Accepted","False","","06/23/2025 08:26 PM MST","","","Aggregation and Scoring","07/06/2025 09:44 PM MST","10/16/2025 10:01 AM MST","","","","Feature F717258: CRR - Account Scoring  (Analysis & Build)","False","AXP PI 25.3","","","","30.0","0 Defined, 0 In-Progress, 3 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 1 Pass","0.0","1",""
"US5819733","Code Retrofit and Validate for Aggregation Rules","","Feature F717258: CRR - Account Scoring  (Analysis & Build)","0","5.0","Accepted","AXP 25.3.11","As a user, I want the team to perform a code retrofit and validate it for the aggregation rules for Account scoring.","GIVEN that tech team needs to do analysis of CRR Account Scoring as per Existing POD Logic for aggregation rules when tech team analyzes then there should be validation and retrofit of aggregation rules.","Tahcin Ahmed","E_SLPM_ST16_CRR Rule Execution","05/28/2025 07:31 AM MST","06/23/2025 10:01 PM MST","","","False","","#21a2e0","","Tahcin Ahmed","","","","CRR","","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","1","","","","False","","Accepted","False","","06/10/2025 09:34 PM MST","","","Test Documentation","06/22/2025 09:31 PM MST","10/16/2025 10:01 AM MST","","","","Feature F717258: CRR - Account Scoring  (Analysis & Build)","False","AXP PI 25.3","","","","56.0","0 Defined, 0 In-Progress, 4 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 1 Pass","0.0","1",""
"US5904953","Code Retrofit and Validate for Aggregation Rules","","Feature F762607: CRR -  Account, Customer & Hierarchy Scoring as per POA Individual logic in E1  (Build and Deploy PI 26.4","0","","Being Groomed","","As a user, I want the team to perform a code retrofit and validate it for the aggregation rules for Account scoring.","GIVEN that tech team needs to do analysis of CRR Account Scoring as per Existing POD Logic for aggregation rules when tech team analyzes then there should be validation and retrofit of aggregation rules.","Tahcin Ahmed","E_SLPM_ST16_CRR Rule Execution","06/26/2025 11:34 AM MST","","","","False","","#21a2e0","","Tahcin Ahmed","","","","CRR","","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","0","","","","False","","Being Groomed","False","","","","","","","10/16/2025 10:01 AM MST","","","","Feature F762607: CRR -  Account, Customer & Hierarchy Scoring as per POA Individual logic in E1  (Build and Deploy PI 26.4","False","AXP PI 25.5","","","","56.0","4 Defined, 0 In-Progress, 0 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","56.0","0",""
"US5819179","Code Retrofit and Validate for Aggregation Rules","","Feature F761431: CRR - Customer Scoring as per existing logic (Analysis & Build)","0","5.0","Accepted","AXP 25.3.12","As a user, I want the team to perform a code retrofit and validate it for the aggregation rules for Customer scoring.","GIVEN that tech team needs to do analysis of CRR Customer Scoring as per Existing POD Logic for aggregation rules when tech team analyzes then there should be validation and retrofit of aggregation rules.","Tahcin Ahmed","E_SLPM_ST16_CRR Rule Execution","05/28/2025 05:45 AM MST","07/07/2025 07:18 AM MST","","","False","","#21a2e0","","Tahcin Ahmed","","","","CRR","","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","0","","","","False","","Accepted","False","","06/23/2025 11:15 PM MST","","","","","10/16/2025 10:01 AM MST","","","","Feature F761431: CRR - Customer Scoring as per existing logic (Analysis & Build)","False","AXP PI 25.3","","","","60.0","0 Defined, 0 In-Progress, 4 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0","0",""
"US5819819","Analysis and Discovery of new DAM ODL structure","Analysis Document-https://enterprise-confluence.aexp.com/confluence/display/GRCT/Generic+script+for+DAM-CRR+Integration ","Feature F736658: CRR - Consumer & SBS Card Variables - Calculate CRR with New DAM ODL (POC)","0","5.0","Accepted","AXP 25.3.14","AS A user, I want analysis and discovery to be performed for the new  new DAM ODL structure. ","Gcen that analysis and discovery to be performed for the new DAM ODL structure.","Tahcin Ahmed","E_SLPM_ST16_CRR Rule Execution","05/28/2025 07:43 AM MST","08/04/2025 07:30 AM MST","","","False","","#21a2e0","","Tahcin Ahmed","","","","CRR","","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","0","","","","False","","Accepted","False","","07/23/2025 09:38 PM MST","","","","","10/16/2025 10:01 AM MST","","","","Feature F736658: CRR - Consumer & SBS Card Variables - Calculate CRR with New DAM ODL (POC)","False","AXP PI 25.3","","","","41.0","0 Defined, 0 In-Progress, 4 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0","0",""
"US5946570","KT & Analysis for CRR data testing framework","","Feature F761431: CRR - Customer Scoring as per existing logic (Analysis & Build)","0","5.0","Accepted","AXP 25.3.14","AS A user, I want analysis and knowledge transfer to be conducted for the CRR data testing framework.  ","Given that analysis and knowledge transfer to be conducted for the CRR data testing framework. ","Tahcin Ahmed","E_SLPM_ST16_CRR Rule Execution","07/21/2025 08:47 AM MST","08/04/2025 09:55 PM MST","","","False","","#21a2e0","","Tahcin Ahmed","","","","CRR","","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","0","","","","False","","Accepted","False","","07/21/2025 10:37 PM MST","","","","","10/16/2025 10:01 AM MST","","","","Feature F761431: CRR - Customer Scoring as per existing logic (Analysis & Build)","False","AXP PI 25.3","","","","60.0","0 Defined, 0 In-Progress, 4 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0","0",""
"US5949710","Analysis for Asset manager for Rule Execution","","Feature F716869: CRR - Enabler - Asset Manager for List Management (POC)","0","5.0","Accepted","AXP 25.3.14","AS A user, I want to an analysis and POC for the Asset Manager with regards to Rule Execution","Analysis and POC for the Asset Manager with regards to Rule Execution","Satvik Jain","E_SLPM_ST16_CRR Rule Execution","07/21/2025 09:39 PM MST","08/04/2025 07:26 AM MST","","","False","","#21a2e0","","Satvik Jain","","","","CRR","","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","2","","","","False","","Accepted","False","","07/22/2025 09:33 PM MST","","","Asset manager","08/06/2025 12:42 PM MST","10/16/2025 10:01 AM MST","","","","Feature F716869: CRR - Enabler - Asset Manager for List Management (POC)","False","AXP PI 25.3","","","","54.0","0 Defined, 0 In-Progress, 5 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 2 Pass","0.0","2",""
"US5958549","Analysis for Fundamental Assessment for Rule Execution","","Feature F716868: CRR - User-friendly UI for CRR framework configuration","0","5.0","Accepted","AXP 25.3.15 IP","AS A user, I want to an analysis and POC for the Fundamental Assessment with regards to Rule Execution","Analysis and POC for the Fundamental Assessment with regards to Rule Execution","Satvik Jain","E_SLPM_ST16_CRR Rule Execution","07/23/2025 10:15 PM MST","08/18/2025 02:41 AM MST","","","False","","#21a2e0","","Satvik Jain","","","","CRR","","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","0","","","","False","","Accepted","False","","08/06/2025 01:05 PM MST","","","","","10/16/2025 10:01 AM MST","","","","Feature F716868: CRR - User-friendly UI for CRR framework configuration","False","AXP PI 25.3","","","","28.0","0 Defined, 0 In-Progress, 3 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0","0",""
"US5819738","Code Retrofit and Validate for Income Spend Ratio Rules","","Feature F717258: CRR - Account Scoring  (Analysis & Build)","0","3.0","Accepted","AXP 25.3.11","As a user, I want the team to perform a code retrofit and validate it for the Income Spend Ratio Rules for Account scoring.","GIVEN that tech team needs to do analysis of CRR Account Scoring as per Existing POD Logic when tech team analyzes then there should be validation and retrofit of Income Spend Ratio Rules.","Tahcin Ahmed","E_SLPM_ST16_CRR Rule Execution","05/28/2025 07:32 AM MST","06/23/2025 10:01 PM MST","","","False","","#21a2e0","","Tahcin Ahmed","","","","CRR","","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","1","","","","False","","Accepted","False","","06/15/2025 09:34 PM MST","","","Income Transaction Ratio Rule Validation","06/22/2025 09:56 PM MST","10/16/2025 10:01 AM MST","","","","Feature F717258: CRR - Account Scoring  (Analysis & Build)","False","AXP PI 25.3","","","","38.0","0 Defined, 0 In-Progress, 4 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 1 Pass","0.0","1",""
"US5904961","Code Retrofit and Validate for Income Spend Ratio Rules","","Feature F762607: CRR -  Account, Customer & Hierarchy Scoring as per POA Individual logic in E1  (Build and Deploy PI 26.4","0","0.0","Being Groomed","","As a user, I want the team to perform a code retrofit and validate it for the Income Spend Ratio Rules for Account scoring.","GIVEN that tech team needs to do analysis of CRR Account Scoring as per Existing POD Logic when tech team analyzes then there should be validation and retrofit of Income Spend Ratio Rules.","Tahcin Ahmed","E_SLPM_ST16_CRR Rule Execution","06/26/2025 11:42 AM MST","","","","False","","#21a2e0","","Tahcin Ahmed","","","","CRR","","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","0","","","","False","","Being Groomed","False","","","","","","","10/16/2025 10:01 AM MST","","","","Feature F762607: CRR -  Account, Customer & Hierarchy Scoring as per POA Individual logic in E1  (Build and Deploy PI 26.4","False","AXP PI 25.5","","","","38.0","4 Defined, 0 In-Progress, 0 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","38.0","0",""
"US5819183","Code Retrofit and Validate for Income Spend Ratio Rules","","Feature F761431: CRR - Customer Scoring as per existing logic (Analysis & Build)","0","3.0","Accepted","AXP 25.3.13","As a user, I want the team to perform a code retrofit and validate it for the Income Spend Ratio Rules for Customer scoring. ","GIVEN that tech team needs to do analysis of CRR Customer Scoring as per Existing POD Logic when tech team analyzes then there should be validation and retrofit of Income Spend Ratio Rules.","Tahcin Ahmed","E_SLPM_ST16_CRR Rule Execution","05/28/2025 05:46 AM MST","07/21/2025 09:40 PM MST","","","False","","#21a2e0","","Tahcin Ahmed","","","","CRR","","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","1","","","","False","","Accepted","False","","07/16/2025 09:33 PM MST","","","Testing and Validation Documentation","07/21/2025 09:39 PM MST","10/16/2025 10:01 AM MST","","","","Feature F761431: CRR - Customer Scoring as per existing logic (Analysis & Build)","False","AXP PI 25.3","","","","36.0","0 Defined, 0 In-Progress, 3 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 1 Pass","0.0","1",""
"US5819735","Code Retrofit and Validate for Transaction Amount & Count Ratio Rules","","Feature F717258: CRR - Account Scoring  (Analysis & Build)","0","5.0","Accepted","AXP 25.3.11","As a user, I want the team to perform a code retrofit and validate it for the Transaction Amount & Count Ratio Rules for Account scoring.","GIVEN that tech team needs to do analysis of CRR Account Scoring as per Existing POD Logic when tech team analyzes then there should be validation and retrofit of Transaction Amount & Count Ratio Rules","Tahcin Ahmed","E_SLPM_ST16_CRR Rule Execution","05/28/2025 07:31 AM MST","06/23/2025 10:01 PM MST","","","False","","#21a2e0","","Tahcin Ahmed","","","","CRR","","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","0","","","","False","","Accepted","False","","06/09/2025 09:56 PM MST","","","","","10/16/2025 10:01 AM MST","","","","Feature F717258: CRR - Account Scoring  (Analysis & Build)","False","AXP PI 25.3","","","","62.0","0 Defined, 0 In-Progress, 5 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0","0",""
"US5904960","Code Retrofit and Validate for Transaction Amount & Count Ratio Rules","","Feature F762607: CRR -  Account, Customer & Hierarchy Scoring as per POA Individual logic in E1  (Build and Deploy PI 26.4","0","0.0","Being Groomed","","As a user, I want the team to perform a code retrofit and validate it for the Transaction Amount & Count Ratio Rules for Account scoring.","GIVEN that tech team needs to do analysis of CRR Account Scoring as per Existing POD Logic when tech team analyzes then there should be validation and retrofit of Transaction Amount & Count Ratio Rules","Tahcin Ahmed","E_SLPM_ST16_CRR Rule Execution","06/26/2025 11:37 AM MST","","","","False","","#21a2e0","","Tahcin Ahmed","","","","CRR","","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","0","","","","False","","Being Groomed","False","","","","","","","10/16/2025 10:01 AM MST","","","","Feature F762607: CRR -  Account, Customer & Hierarchy Scoring as per POA Individual logic in E1  (Build and Deploy PI 26.4","False","AXP PI 25.5","","","","62.0","5 Defined, 0 In-Progress, 0 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","62.0","0",""
"US5819181","Code Retrofit and Validate for Transaction Amount & Count Ratio Rules","","Feature F761431: CRR - Customer Scoring as per existing logic (Analysis & Build)","0","5.0","Accepted","AXP 25.3.13","As a user, I want the team to perform a code retrofit and validate it for the Transaction Amount & Count Ratio Rules for Customer scoring. ","GIVEN that tech team needs to do analysis of CRR Customer Scoring as per Existing POD Logic when tech team analyzes then there should be validation and retrofit of Transaction Amount & Count Ratio Rules","Tahcin Ahmed","E_SLPM_ST16_CRR Rule Execution","05/28/2025 05:45 AM MST","07/21/2025 09:40 PM MST","","","False","","#21a2e0","","Tahcin Ahmed","","","","CRR","","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","0","","","","False","","Accepted","False","","07/07/2025 10:30 PM MST","","","","","10/16/2025 10:01 AM MST","","","","Feature F761431: CRR - Customer Scoring as per existing logic (Analysis & Build)","False","AXP PI 25.3","","","","60.0","0 Defined, 0 In-Progress, 3 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0","0",""
